time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-03-14 00:00:00+00:00,,,15,2
2021-03-15 00:00:00+00:00,2.0,2.0,34,2
2021-03-16 00:00:00+00:00,1.0,1.0,7,2
2021-03-17 00:00:00+00:00,1.0,1.0,36,1
2021-03-18 00:00:00+00:00,,,15,1
2021-03-19 00:00:00+00:00,1.0,1.0,3,1
2021-03-20 00:00:00+00:00,,,6,1
2021-03-21 00:00:00+00:00,5.0,4.0,20,1
2021-03-23 00:00:00+00:00,,,18,3
2021-03-24 00:00:00+00:00,,,6,2
2021-03-25 00:00:00+00:00,,,8,1
2021-03-26 00:00:00+00:00,2.0,1.0,10,1
