time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-04-25 00:00:00+00:00,1.0,1.0,8,2
2021-04-28 00:00:00+00:00,,,5,2
2021-04-29 00:00:00+00:00,,,1,1
2021-04-30 00:00:00+00:00,,,9,3
2021-05-02 00:00:00+00:00,,,4,2
2021-05-05 00:00:00+00:00,,,1,1
2021-05-07 00:00:00+00:00,,,13,2
2021-05-08 00:00:00+00:00,6.0,6.0,43,1
